Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE
FairGamble,MDCE,DBCE,DBCE,0,59,0.296612914,0,0.006857498,0.000331503,FALSE,77.11361504,0.098860185
FairGamble,MDCE,DBCE,DBCE,0,60,0.292936526,0,0.002212655,0.000151266,FALSE,78.00423503,0.101659474
FairGamble,MDCE,DBCE,DBCE,0,61,0.302939336,0,0.033546435,0.001620691,FALSE,79.37459207,0.098113108
FairGamble,MDCE,DBCE,DBCE,0,62,0.290547097,0,0.002239349,0.000152139,FALSE,80.33256054,0.102462889
FairGamble,MDCE,DBCE,DBCE,0,63,0.299786911,0,0.032720463,0.001576717,FALSE,81.17032027,0.095966178
FairGamble,MDCE,DBCE,DBCE,0,64,0.287710192,0,0.00198048,0.000135236,FALSE,81.65801716,0.104331658
FairGamble,MDCE,DBCE,DBCE,0,65,0.298007986,0,0.032628195,0.001511627,FALSE,83.30162477,0.100842645
FairGamble,MDCE,DBCE,DBCE,0,66,0.284903911,0,0.002127343,0.000144746,FALSE,84.50442362,0.10256749
FairGamble,MDCE,DBCE,DBCE,0,67,0.284131235,0,0.005931456,0.000290878,FALSE,85.37487483,0.10418788
FairGamble,MDCE,DBCE,DBCE,0,68,0.281108193,0,0.002330943,0.000157557,FALSE,86.20069766,0.10689617
FairGamble,MDCE,DBCE,DBCE,0,69,0.279954433,0,0.003925539,0.000224176,FALSE,87.23394299,0.104760387
FairGamble,MDCE,DBCE,DBCE,0,70,0.277225135,0,0.006323034,0.000168878,FALSE,88.55645084,0.104463732
FairGamble,MDCE,DBCE,DBCE,0,71,0.27533973,0,0.002887395,0.000185574,FALSE,89.98071289,0.111140291
FairGamble,MDCE,DBCE,DBCE,0,72,0.24750973,0,0.283186703,0.541734083,FALSE,90.9924345,0.539911918
FairGamble,MDCE,DBCE,DBCE,0,73,0.271826356,0,0.002792276,0.000187536,FALSE,92.3040297,0.108366673
FairGamble,MDCE,DBCE,DBCE,0,74,0.269957871,0,0.008789801,0.000192573,FALSE,94.18602943,0.11379353
